time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-07 00:00:00+00:00,14,14,,
2023-08-08 00:00:00+00:00,34,33,2.0,2.0
2023-08-09 00:00:00+00:00,34,30,2.0,2.0
2023-08-10 00:00:00+00:00,29,29,17.0,9.0
2023-08-11 00:00:00+00:00,38,33,15.0,7.0
2023-08-12 00:00:00+00:00,31,29,1.0,1.0
2023-08-13 00:00:00+00:00,26,26,8.0,5.0
2023-08-14 00:00:00+00:00,30,29,34.0,6.0
2023-08-15 00:00:00+00:00,27,27,9.0,6.0
2023-08-16 00:00:00+00:00,27,27,8.0,3.0
2023-08-17 00:00:00+00:00,26,25,10.0,7.0
2023-08-18 00:00:00+00:00,27,25,,
2023-08-19 00:00:00+00:00,27,25,5.0,4.0
2023-08-20 00:00:00+00:00,24,24,6.0,3.0
2023-08-21 00:00:00+00:00,12,12,,
