time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-30 00:00:00+00:00,16,16,5,5
2023-03-31 00:00:00+00:00,23,23,21,6
2023-04-01 00:00:00+00:00,24,23,12,6
2023-04-02 00:00:00+00:00,25,25,9,4
2023-04-03 00:00:00+00:00,26,26,12,7
2023-04-04 00:00:00+00:00,25,25,18,8
2023-04-05 00:00:00+00:00,27,27,33,3
2023-04-06 00:00:00+00:00,28,27,1,1
2023-04-07 00:00:00+00:00,27,27,7,2
2023-04-08 00:00:00+00:00,25,25,10,8
2023-04-09 00:00:00+00:00,25,25,35,9
2023-04-10 00:00:00+00:00,25,25,3,2
2023-04-11 00:00:00+00:00,26,25,13,4
2023-04-12 00:00:00+00:00,26,25,5,4
2023-04-13 00:00:00+00:00,8,8,12,2
