time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-19 00:00:00+00:00,2,2,,
2022-12-20 00:00:00+00:00,37,25,4.0,4.0
2022-12-21 00:00:00+00:00,36,25,5.0,3.0
2022-12-22 00:00:00+00:00,33,23,1.0,1.0
2022-12-23 00:00:00+00:00,30,24,5.0,4.0
2022-12-24 00:00:00+00:00,43,27,15.0,7.0
2022-12-25 00:00:00+00:00,41,24,8.0,5.0
2022-12-26 00:00:00+00:00,36,25,2.0,2.0
2022-12-27 00:00:00+00:00,34,23,5.0,1.0
2022-12-28 00:00:00+00:00,36,28,23.0,5.0
2022-12-29 00:00:00+00:00,29,22,2.0,1.0
2022-12-30 00:00:00+00:00,30,23,6.0,4.0
2022-12-31 00:00:00+00:00,38,24,5.0,4.0
2023-01-01 00:00:00+00:00,40,26,3.0,2.0
2023-01-02 00:00:00+00:00,28,19,20.0,5.0
