time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-12-23 00:00:00+00:00,30,24,5,4
2022-12-24 00:00:00+00:00,43,27,15,7
2022-12-25 00:00:00+00:00,41,24,8,5
2022-12-26 00:00:00+00:00,36,25,2,2
2022-12-27 00:00:00+00:00,34,23,5,1
2022-12-28 00:00:00+00:00,36,28,23,5
2022-12-29 00:00:00+00:00,29,22,2,1
2022-12-30 00:00:00+00:00,30,23,6,4
2022-12-31 00:00:00+00:00,38,24,5,4
2023-01-01 00:00:00+00:00,40,26,3,2
2023-01-02 00:00:00+00:00,33,23,20,5
2023-01-03 00:00:00+00:00,40,29,16,11
2023-01-04 00:00:00+00:00,33,27,26,6
2023-01-05 00:00:00+00:00,28,24,12,6
