url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,110,56
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,22,13
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,15,6
/Luois45/claim-free-steam-packages/issues,13,5
/Luois45/claim-free-steam-packages/blob/main/default-config.json,10,3
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,7,3
/Luois45/claim-free-steam-packages/tree/main,7,3
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,5,2
/Luois45/claim-free-steam-packages/blob/main/Dockerfile,5,1
/Luois45/claim-free-steam-packages/issues/166,4,3
