url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,45,37
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,12,9
/Luois45/claim-free-steam-packages/issues,7,4
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,3
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,2,2
/Luois45/claim-free-steam-packages/blob/43e996a928cc2542a9565049276af78d3e92fc5d/get_package_list.py,2,1
/D:/package_list.htm,1,1
/Luois45/claim-free-steam-packages/blob/main/activate_packages-headless.spec,1,1
/Luois45/claim-free-steam-packages/blob/main/requirements.txt,1,1
/Luois45/claim-free-steam-packages/discussions,1,1
