time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-28 00:00:00+00:00,1,1,,
2023-06-29 00:00:00+00:00,23,23,11.0,5.0
2023-06-30 00:00:00+00:00,27,27,42.0,9.0
2023-07-01 00:00:00+00:00,24,23,6.0,5.0
2023-07-02 00:00:00+00:00,24,23,11.0,3.0
2023-07-03 00:00:00+00:00,30,29,7.0,4.0
2023-07-04 00:00:00+00:00,25,24,13.0,7.0
2023-07-05 00:00:00+00:00,24,24,31.0,7.0
2023-07-06 00:00:00+00:00,27,27,8.0,7.0
2023-07-07 00:00:00+00:00,26,26,16.0,9.0
2023-07-08 00:00:00+00:00,44,26,35.0,4.0
2023-07-09 00:00:00+00:00,28,27,15.0,8.0
2023-07-10 00:00:00+00:00,29,28,66.0,8.0
2023-07-11 00:00:00+00:00,26,26,43.0,10.0
2023-07-12 00:00:00+00:00,25,25,12.0,4.0
