url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,45,26
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,4,4
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,2,2
/Luois45/claim-free-steam-packages/issues,2,2
/Luois45/claim-free-steam-packages/compare/v1.4.2...v1.4.3,2,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,1,1
/Luois45/claim-free-steam-packages/discussions,1,1
/Luois45/claim-free-steam-packages/discussions/20,1,1
/Luois45/claim-free-steam-packages/discussions/41,1,1
/Luois45/claim-free-steam-packages/issues/21,1,1
