time_iso8601,clones_total,clones_unique,views_total,views_unique
2022-08-15 00:00:00+00:00,18,13,13.0,2.0
2022-08-16 00:00:00+00:00,29,22,3.0,2.0
2022-08-17 00:00:00+00:00,22,22,3.0,2.0
2022-08-18 00:00:00+00:00,29,22,8.0,2.0
2022-08-19 00:00:00+00:00,25,23,11.0,2.0
2022-08-20 00:00:00+00:00,30,23,5.0,3.0
2022-08-21 00:00:00+00:00,32,23,8.0,4.0
2022-08-22 00:00:00+00:00,27,22,1.0,1.0
2022-08-23 00:00:00+00:00,24,22,12.0,3.0
2022-08-24 00:00:00+00:00,28,22,5.0,3.0
2022-08-25 00:00:00+00:00,28,26,6.0,6.0
2022-08-26 00:00:00+00:00,23,22,6.0,3.0
2022-08-27 00:00:00+00:00,21,21,2.0,1.0
2022-08-28 00:00:00+00:00,25,22,7.0,4.0
2022-08-29 00:00:00+00:00,13,8,,
