url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,107,66
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,45,2
/Luois45/claim-free-steam-packages/blob/main/.github/workflows/update_package_list.yml,28,1
/Luois45/claim-free-steam-packages/issues,22,7
/Luois45/claim-free-steam-packages/edit/main/.github/workflows/update_package_list.yml,22,1
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,20,12
/Luois45/claim-free-steam-packages/actions,19,1
/Luois45/claim-free-steam-packages/releases,6,4
/Luois45/claim-free-steam-packages/actions/runs/4507555150,5,2
/Luois45/claim-free-steam-packages/issues/177,4,3
