url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,41,24
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,5,2
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,4,4
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,2,2
/Luois45/claim-free-steam-packages/issues,2,2
/Luois45/claim-free-steam-packages/search,2,2
/Luois45/claim-free-steam-packages/compare/v1.4.2...v1.4.3,2,1
/Luois45/claim-free-steam-packages/blob/main/get_package_list.py,1,1
/Luois45/claim-free-steam-packages/discussions,1,1
/Luois45/claim-free-steam-packages/discussions/20,1,1
