url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,38,31
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,7,7
/Luois45/claim-free-steam-packages/issues,5,3
/Luois45/claim-free-steam-packages/actions/runs/2702876527,1,1
/Luois45/claim-free-steam-packages/actions/runs/2906092095,1,1
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,1,1
/Luois45/claim-free-steam-packages/blob/13403b5cbc3ddd1356c3a961d4062db3c78a09d9/get_package_list.py,1,1
/Luois45/claim-free-steam-packages/issues/38,1,1
/Luois45/claim-free-steam-packages/issues/59,1,1
/Luois45/claim-free-steam-packages/issues/97,1,1
