time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-03-28 00:00:00+00:00,18,18,5.0,4.0
2023-03-29 00:00:00+00:00,25,25,7.0,4.0
2023-03-30 00:00:00+00:00,27,27,22.0,9.0
2023-03-31 00:00:00+00:00,23,23,21.0,6.0
2023-04-01 00:00:00+00:00,24,23,12.0,6.0
2023-04-02 00:00:00+00:00,25,25,9.0,4.0
2023-04-03 00:00:00+00:00,26,26,12.0,7.0
2023-04-04 00:00:00+00:00,25,25,18.0,8.0
2023-04-05 00:00:00+00:00,27,27,33.0,3.0
2023-04-06 00:00:00+00:00,28,27,1.0,1.0
2023-04-07 00:00:00+00:00,27,27,7.0,2.0
2023-04-08 00:00:00+00:00,25,25,10.0,8.0
2023-04-09 00:00:00+00:00,25,25,35.0,9.0
2023-04-10 00:00:00+00:00,25,25,3.0,2.0
2023-04-11 00:00:00+00:00,6,6,,
