url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,85,54
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,20,5
/Luois45/claim-free-steam-packages/issues,19,7
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,17,12
/Luois45/claim-free-steam-packages/blob/main/docker-compose.yml,11,1
/Luois45/claim-free-steam-packages/issues/166,5,4
/Luois45/claim-free-steam-packages/actions,4,4
/Luois45/claim-free-steam-packages/discussions,3,3
/Luois45/claim-free-steam-packages/discussions/116,2,2
/Luois45/claim-free-steam-packages/discussions/118,2,2
