url_path,views_total,views_unique
/Luois45/claim-free-steam-packages,62,45
/Luois45/claim-free-steam-packages/releases/tag/v1.4.3,12,9
/Luois45/claim-free-steam-packages/issues,4,3
/Luois45/claim-free-steam-packages/blob/main/activate_packages.py,3,3
/Luois45/claim-free-steam-packages/blob/main/docs/instructions-for-users-with-many-packages.md,2,2
/Luois45/claim-free-steam-packages/commit/599e9a6426d758c8ab083beea3afb0e0d6c1d4b5,2,2
/Luois45/claim-free-steam-packages/search,2,2
/Luois45/claim-free-steam-packages/actions/runs/3260925953,1,1
/Luois45/claim-free-steam-packages/actions/workflows/update_package_list.yml,1,1
/Luois45/claim-free-steam-packages/blob/main/default-config.json,1,1
